TIME,B_001_v000,B_001_v001
2025-01-01 09:25:00,1.0889851,1.2634789
2025-01-01 09:26:00,1.0886164,1.2630517
2025-01-01 09:27:00,1.0882481,1.2626266
2025-01-01 09:28:00,1.0878804,1.2622035
2025-01-01 09:29:00,1.0875133,1.2617823
2025-01-01 09:30:00,1.0871468,1.2613631
2025-01-01 09:31:00,1.0867808,1.260946
2025-01-01 09:32:00,1.0864156,1.2605311
2025-01-01 09:33:00,1.086051,1.2601182
2025-01-01 09:34:00,1.0856873,1.2597077
2025-01-01 09:35:00,1.0853242,1.2592993
2025-01-01 09:36:00,1.084962,1.2588931
2025-01-01 09:37:00,1.0846006,1.2584893
2025-01-01 09:38:00,1.0842401,1.2580878
2025-01-01 09:39:00,1.0838804,1.2576886
2025-01-01 09:40:00,1.0835217,1.2572918
2025-01-01 09:41:00,1.083164,1.2568974
2025-01-01 09:42:00,1.0828073,1.2565055
2025-01-01 09:43:00,1.0824516,1.2561162
2025-01-01 09:44:00,1.0820969,1.2557292
2025-01-01 09:45:00,1.0817435,1.2553449
2025-01-01 09:46:00,1.081391,1.2549632
2025-01-01 09:47:00,1.0810398,1.254584
2025-01-01 09:48:00,1.0806897,1.2542075
2025-01-01 09:49:00,1.0803409,1.2538337
2025-01-01 09:50:00,1.0799934,1.2534627
2025-01-01 09:51:00,1.0796471,1.2530942
2025-01-01 09:52:00,1.079302,1.2527287
2025-01-01 09:53:00,1.0789583,1.2523658
2025-01-01 09:54:00,1.0786159,1.2520058
2025-01-01 09:55:00,1.078275,1.2516487
2025-01-01 09:56:00,1.0779355,1.2512944
2025-01-01 09:57:00,1.0775974,1.250943
2025-01-01 09:58:00,1.0772607,1.2505945
2025-01-01 09:59:00,1.0769255,1.250249
2025-01-01 10:00:00,1.076592,1.2499065
2025-01-01 10:01:00,1.0762599,1.249567
2025-01-01 10:02:00,1.0759294,1.2492306
2025-01-01 10:03:00,1.0756005,1.2488972
2025-01-01 10:04:00,1.0752732,1.2485669
2025-01-01 10:05:00,1.0749475,1.2482396
2025-01-01 10:06:00,1.0746236,1.2479156
2025-01-01 10:07:00,1.0743012,1.2475947
2025-01-01 10:08:00,1.0739807,1.2472769
2025-01-01 10:09:00,1.0736618,1.2469624
2025-01-01 10:10:00,1.0733448,1.246651
2025-01-01 10:11:00,1.0730295,1.246343
2025-01-01 10:12:00,1.072716,1.2460382
2025-01-01 10:13:00,1.0724043,1.2457366
2025-01-01 10:14:00,1.0720944,1.2454385
2025-01-01 10:15:00,1.0717865,1.2451435
2025-01-01 10:16:00,1.0714804,1.244852
2025-01-01 10:17:00,1.0711762,1.2445638
2025-01-01 10:18:00,1.0708739,1.2442789
2025-01-01 10:19:00,1.0705736,1.2439976
2025-01-01 10:20:00,1.0702752,1.2437196
2025-01-01 10:21:00,1.0699787,1.243445
2025-01-01 10:22:00,1.0696843,1.2431738
2025-01-01 10:23:00,1.0693918,1.2429062
2025-01-01 10:24:00,1.0691015,1.242642
2025-01-01 10:25:00,1.0688131,1.2423813
2025-01-01 10:26:00,1.0685267,1.2421242
2025-01-01 10:27:00,1.0682425,1.2418705
2025-01-01 10:28:00,1.0679604,1.2416204
2025-01-01 10:29:00,1.0676802,1.2413739
2025-01-01 10:30:00,1.0674024,1.241131
2025-01-01 10:31:00,1.0671264,1.2408915
2025-01-01 10:32:00,1.0668527,1.2406557
2025-01-01 10:33:00,1.0665811,1.2404234
2025-01-01 10:34:00,1.0663117,1.2401948
2025-01-01 10:35:00,1.0660446,1.23997
2025-01-01 10:36:00,1.0657794,1.2397486
2025-01-01 10:37:00,1.0655166,1.2395308
2025-01-01 10:38:00,1.0652559,1.2393167
2025-01-01 10:39:00,1.0649974,1.2391063
2025-01-01 10:40:00,1.0647411,1.2388996
2025-01-01 10:41:00,1.0644871,1.2386965
2025-01-01 10:42:00,1.0642352,1.238497
2025-01-01 10:43:00,1.0639857,1.2383013
2025-01-01 10:44:00,1.0637383,1.2381092
2025-01-01 10:45:00,1.0634933,1.2379209
2025-01-01 10:46:00,1.0632504,1.2377362
2025-01-01 10:47:00,1.0630099,1.2375554
2025-01-01 10:48:00,1.0627716,1.2373781
2025-01-01 10:49:00,1.0625355,1.2372046
2025-01-01 10:50:00,1.0623018,1.2370348
2025-01-01 10:51:00,1.0620703,1.2368686
2025-01-01 10:52:00,1.0618411,1.2367063
2025-01-01 10:53:00,1.0616142,1.2365477
2025-01-01 10:54:00,1.0613896,1.2363927
2025-01-01 10:55:00,1.0611672,1.2362415
2025-01-01 10:56:00,1.0609472,1.236094
2025-01-01 10:57:00,1.0607295,1.2359502
2025-01-01 10:58:00,1.060514,1.2358102
2025-01-01 10:59:00,1.0603008,1.2356739
2025-01-01 11:00:00,1.06009,1.2355412
2025-01-01 11:01:00,1.0598814,1.2354124
2025-01-01 11:02:00,1.0596751,1.2352872
2025-01-01 11:03:00,1.0594711,1.2351657
2025-01-01 11:04:00,1.0592694,1.2350479
2025-01-01 11:05:00,1.05907,1.2349339
2025-01-01 11:06:00,1.0588728,1.2348235
2025-01-01 11:07:00,1.0586779,1.2347168
2025-01-01 11:08:00,1.0584854,1.2346138
2025-01-01 11:09:00,1.058295,1.2345145
2025-01-01 11:10:00,1.0581069,1.2344187
2025-01-01 11:11:00,1.0579212,1.2343267
2025-01-01 11:12:00,1.0577376,1.2342384
2025-01-01 11:13:00,1.0575563,1.2341537
2025-01-01 11:14:00,1.0573771,1.2340727
2025-01-01 11:15:00,1.0572003,1.2339952
2025-01-01 11:16:00,1.0570257,1.2339214
2025-01-01 11:17:00,1.0568534,1.2338513
2025-01-01 11:18:00,1.0566832,1.2337848
2025-01-01 11:19:00,1.0565151,1.2337217
2025-01-01 11:20:00,1.0563493,1.2336624
2025-01-01 11:21:00,1.0561856,1.2336065
2025-01-01 11:22:00,1.0560242,1.2335541
2025-01-01 11:23:00,1.0558648,1.2335054
2025-01-01 11:24:00,1.0557077,1.2334602
2025-01-01 11:25:00,1.0555526,1.2334185
2025-01-01 11:26:00,1.0553997,1.2333802
2025-01-01 11:27:00,1.055249,1.2333455
2025-01-01 11:28:00,1.0551002,1.2333143
2025-01-01 11:29:00,1.0549536,1.2332864
2025-01-01 11:30:00,1.054809,1.2332621
2025-01-01 11:31:00,1.0546665,1.2332411
2025-01-01 11:32:00,1.0545261,1.2332236
2025-01-01 11:33:00,1.0543877,1.2332094
2025-01-01 11:34:00,1.0542513,1.2331986
2025-01-01 11:35:00,1.0541168,1.2331913
2025-01-01 11:36:00,1.0539845,1.2331872
2025-01-01 11:37:00,1.053854,1.2331864
2025-01-01 11:38:00,1.0537256,1.233189
2025-01-01 11:39:00,1.053599,1.2331948
2025-01-01 11:40:00,1.0534743,1.2332039
2025-01-01 11:41:00,1.0533516,1.2332162
2025-01-01 11:42:00,1.0532308,1.2332318
2025-01-01 11:43:00,1.0531118,1.2332505
2025-01-01 11:44:00,1.0529946,1.2332724
2025-01-01 11:45:00,1.0528793,1.2332976
2025-01-01 11:46:00,1.0527657,1.2333257
2025-01-01 11:47:00,1.052654,1.2333572
2025-01-01 11:48:00,1.0525441,1.2333915
2025-01-01 11:49:00,1.0524359,1.2334291
2025-01-01 11:50:00,1.0523294,1.2334696
2025-01-01 11:51:00,1.0522246,1.2335132
2025-01-01 11:52:00,1.0521216,1.2335598
2025-01-01 11:53:00,1.0520202,1.2336093
2025-01-01 11:54:00,1.0519204,1.2336619
2025-01-01 11:55:00,1.0518223,1.2337173
2025-01-01 11:56:00,1.0517257,1.2337756
2025-01-01 11:57:00,1.0516307,1.2338368
2025-01-01 11:58:00,1.0515374,1.2339009
2025-01-01 11:59:00,1.0514455,1.2339678
2025-01-01 12:00:00,1.0513551,1.2340374
2025-01-01 12:01:00,1.0512662,1.2341099
2025-01-01 12:02:00,1.0511789,1.2341852
2025-01-01 12:03:00,1.051093,1.2342631
2025-01-01 12:04:00,1.0510083,1.2343436
2025-01-01 12:05:00,1.0509251,1.234427
2025-01-01 12:06:00,1.0508434,1.2345128
2025-01-01 12:07:00,1.0507629,1.2346014
2025-01-01 12:08:00,1.0506837,1.2346923
2025-01-01 12:09:00,1.0506058,1.234786
2025-01-01 12:10:00,1.0505292,1.2348821
2025-01-01 12:11:00,1.0504539,1.2349808
2025-01-01 12:12:00,1.0503796,1.2350819
2025-01-01 12:13:00,1.0503067,1.2351854
2025-01-01 12:14:00,1.0502349,1.2352914
2025-01-01 12:15:00,1.0501642,1.2353996
2025-01-01 12:16:00,1.0500946,1.2355102
2025-01-01 12:17:00,1.050026,1.2356232
2025-01-01 12:18:00,1.0499586,1.2357385
2025-01-01 12:19:00,1.0498922,1.2358559
2025-01-01 12:20:00,1.0498267,1.2359756
2025-01-01 12:21:00,1.0497622,1.2360976
2025-01-01 12:22:00,1.0496987,1.2362216
2025-01-01 12:23:00,1.0496361,1.2363477
2025-01-01 12:24:00,1.0495744,1.236476
2025-01-01 12:25:00,1.0495136,1.2366062
2025-01-01 12:26:00,1.0494535,1.2367387
2025-01-01 12:27:00,1.0493942,1.236873
2025-01-01 12:28:00,1.0493357,1.2370093
2025-01-01 12:29:00,1.049278,1.2371476
2025-01-01 12:30:00,1.049221,1.2372876
2025-01-01 12:31:00,1.0491647,1.2374297
2025-01-01 12:32:00,1.049109,1.2375735
2025-01-01 12:33:00,1.0490539,1.2377192
2025-01-01 12:34:00,1.0489995,1.2378666
2025-01-01 12:35:00,1.0489457,1.2380158
2025-01-01 12:36:00,1.0488923,1.2381666
2025-01-01 12:37:00,1.0488394,1.2383192
2025-01-01 12:38:00,1.0487871,1.2384733
2025-01-01 12:39:00,1.0487351,1.2386291
2025-01-01 12:40:00,1.0486838,1.2387865
2025-01-01 12:41:00,1.0486326,1.2389452
2025-01-01 12:42:00,1.0485818,1.2391057
2025-01-01 12:43:00,1.0485315,1.2392676
2025-01-01 12:44:00,1.0484816,1.2394309
2025-01-01 12:45:00,1.0484318,1.2395957
2025-01-01 12:46:00,1.0483822,1.2397617
2025-01-01 12:47:00,1.0483328,1.2399291
2025-01-01 12:48:00,1.0482837,1.2400978
2025-01-01 12:49:00,1.0482347,1.2402678
2025-01-01 12:50:00,1.0481858,1.2404389
2025-01-01 12:51:00,1.0481371,1.2406113
2025-01-01 12:52:00,1.0480883,1.2407849
2025-01-01 12:53:00,1.0480397,1.2409595
2025-01-01 12:54:00,1.047991,1.2411354
2025-01-01 12:55:00,1.0479424,1.2413123
2025-01-01 12:56:00,1.0478936,1.2414901
2025-01-01 12:57:00,1.0478449,1.241669
2025-01-01 12:58:00,1.047796,1.241849
2025-01-01 12:59:00,1.0477469,1.2420297
2025-01-01 13:00:00,1.0476978,1.2422115
2025-01-01 13:01:00,1.0476483,1.242394
2025-01-01 13:02:00,1.0475987,1.2425774
2025-01-01 13:03:00,1.0475489,1.2427616
2025-01-01 13:04:00,1.0474987,1.2429465
2025-01-01 13:05:00,1.0474483,1.2431322
2025-01-01 13:06:00,1.0473975,1.2433187
2025-01-01 13:07:00,1.0473464,1.2435057
2025-01-01 13:08:00,1.0472949,1.2436935
2025-01-01 13:09:00,1.0472429,1.2438817
2025-01-01 13:10:00,1.0471904,1.2440706
2025-01-01 13:11:00,1.0471376,1.2442601
2025-01-01 13:12:00,1.0470842,1.24445
2025-01-01 13:13:00,1.0470303,1.2446405
2025-01-01 13:14:00,1.0469759,1.2448313
2025-01-01 13:15:00,1.0469208,1.2450225
2025-01-01 13:16:00,1.0468651,1.2452142
2025-01-01 13:17:00,1.0468088,1.2454062
2025-01-01 13:18:00,1.0467519,1.2455986
2025-01-01 13:19:00,1.0466942,1.2457911
2025-01-01 13:20:00,1.0466359,1.245984
2025-01-01 13:21:00,1.0465767,1.2461771
2025-01-01 13:22:00,1.0465169,1.2463703
2025-01-01 13:23:00,1.0464562,1.2465638
2025-01-01 13:24:00,1.0463947,1.2467574
2025-01-01 13:25:00,1.0463324,1.246951
2025-01-01 13:26:00,1.0462692,1.2471448
2025-01-01 13:27:00,1.0462052,1.2473387
2025-01-01 13:28:00,1.0461401,1.2475324
2025-01-01 13:29:00,1.0460742,1.2477262
2025-01-01 13:30:00,1.0460074,1.2479202
2025-01-01 13:31:00,1.0459396,1.2481139
2025-01-01 13:32:00,1.0458707,1.2483075
2025-01-01 13:33:00,1.0458007,1.248501
2025-01-01 13:34:00,1.0457298,1.2486942
2025-01-01 13:35:00,1.0456576,1.2488874
2025-01-01 13:36:00,1.0455844,1.2490803
2025-01-01 13:37:00,1.0455102,1.2492731
2025-01-01 13:38:00,1.0454347,1.2494655
2025-01-01 13:39:00,1.0453582,1.2496576
2025-01-01 13:40:00,1.0452803,1.2498494
2025-01-01 13:41:00,1.0452013,1.250041
2025-01-01 13:42:00,1.0451212,1.2502321
2025-01-01 13:43:00,1.0450397,1.2504228
2025-01-01 13:44:00,1.0449569,1.2506132
2025-01-01 13:45:00,1.0448729,1.250803
2025-01-01 13:46:00,1.0447875,1.2509924
2025-01-01 13:47:00,1.0447009,1.2511814
2025-01-01 13:48:00,1.0446129,1.2513698
2025-01-01 13:49:00,1.0445236,1.2515577
2025-01-01 13:50:00,1.0444328,1.251745
2025-01-01 13:51:00,1.0443406,1.2519318
2025-01-01 13:52:00,1.0442472,1.2521179
2025-01-01 13:53:00,1.0441521,1.2523034
2025-01-01 13:54:00,1.0440557,1.2524883
2025-01-01 13:55:00,1.0439578,1.2526724
2025-01-01 13:56:00,1.0438584,1.2528559
2025-01-01 13:57:00,1.0437576,1.2530388
2025-01-01 13:58:00,1.0436552,1.2532208
2025-01-01 13:59:00,1.0435513,1.2534021
2025-01-01 14:00:00,1.0434458,1.2535826
2025-01-01 14:01:00,1.0433389,1.2537624
2025-01-01 14:02:00,1.0432303,1.2539413
2025-01-01 14:03:00,1.0431201,1.2541194
2025-01-01 14:04:00,1.0430084,1.2542967
2025-01-01 14:05:00,1.0428951,1.2544731
2025-01-01 14:06:00,1.0427802,1.2546486
2025-01-01 14:07:00,1.0426636,1.2548232
2025-01-01 14:08:00,1.0425453,1.2549969
2025-01-01 14:09:00,1.0424255,1.2551696
2025-01-01 14:10:00,1.042304,1.2553415
2025-01-01 14:11:00,1.0421809,1.2555125
2025-01-01 14:12:00,1.0420561,1.2556823
2025-01-01 14:13:00,1.0419295,1.2558513
2025-01-01 14:14:00,1.0418012,1.2560191
2025-01-01 14:15:00,1.0416713,1.256186
2025-01-01 14:16:00,1.0415397,1.2563517
2025-01-01 14:17:00,1.0414063,1.2565166
2025-01-01 14:18:00,1.0412711,1.2566803
2025-01-01 14:19:00,1.0411344,1.256843
2025-01-01 14:20:00,1.0409957,1.2570045
2025-01-01 14:21:00,1.0408554,1.257165
2025-01-01 14:22:00,1.0407133,1.2573243
2025-01-01 14:23:00,1.0405695,1.2574825
2025-01-01 14:24:00,1.040424,1.2576396
2025-01-01 14:25:00,1.0402766,1.2577957
2025-01-01 14:26:00,1.0401275,1.2579504
2025-01-01 14:27:00,1.0399766,1.2581042
2025-01-01 14:28:00,1.039824,1.2582567
2025-01-01 14:29:00,1.0396695,1.2584081
2025-01-01 14:30:00,1.0395133,1.2585582
2025-01-01 14:31:00,1.0393554,1.2587072
2025-01-01 14:32:00,1.0391957,1.258855
2025-01-01 14:33:00,1.0390341,1.2590016
2025-01-01 14:34:00,1.0388708,1.2591469
2025-01-01 14:35:00,1.0387057,1.2592912
2025-01-01 14:36:00,1.0385388,1.2594341
2025-01-01 14:37:00,1.0383703,1.2595758
2025-01-01 14:38:00,1.0381998,1.2597164
2025-01-01 14:39:00,1.0380276,1.2598557
2025-01-01 14:40:00,1.0378537,1.2599938
2025-01-01 14:41:00,1.037678,1.2601306
2025-01-01 14:42:00,1.0375005,1.2602662
2025-01-01 14:43:00,1.0373213,1.2604007
2025-01-01 14:44:00,1.0371404,1.2605337
2025-01-01 14:45:00,1.0369576,1.2606657
2025-01-01 14:46:00,1.0367732,1.2607963
2025-01-01 14:47:00,1.036587,1.2609258
2025-01-01 14:48:00,1.036399,1.2610539
2025-01-01 14:49:00,1.0362095,1.2611809
2025-01-01 14:50:00,1.036018,1.2613065
2025-01-01 14:51:00,1.035825,1.261431
2025-01-01 14:52:00,1.0356302,1.2615542
2025-01-01 14:53:00,1.0354338,1.2616763
2025-01-01 14:54:00,1.0352356,1.2617971
2025-01-01 14:55:00,1.0350358,1.2619166
2025-01-01 14:56:00,1.0348344,1.262035
2025-01-01 14:57:00,1.0346315,1.2621522
2025-01-01 14:58:00,1.0344267,1.2622682
2025-01-01 14:59:00,1.0342203,1.2623829
2025-01-01 15:00:00,1.0340123,1.2624964
2025-01-01 15:01:00,1.0338027,1.2626088
2025-01-01 15:02:00,1.0335916,1.2627199
2025-01-01 15:03:00,1.0333788,1.2628299
2025-01-01 15:04:00,1.0331645,1.2629386
2025-01-01 15:05:00,1.0329486,1.2630463
2025-01-01 15:06:00,1.0327313,1.2631527
2025-01-01 15:07:00,1.0325123,1.2632581
2025-01-01 15:08:00,1.0322919,1.2633623
2025-01-01 15:09:00,1.0320699,1.2634653
2025-01-01 15:10:00,1.0318465,1.2635672
2025-01-01 15:11:00,1.0316217,1.2636681
2025-01-01 15:12:00,1.0313954,1.2637678
2025-01-01 15:13:00,1.0311677,1.2638665
2025-01-01 15:14:00,1.0309386,1.263964
2025-01-01 15:15:00,1.0307081,1.2640606
2025-01-01 15:16:00,1.0304762,1.2641561
2025-01-01 15:17:00,1.030243,1.2642505
2025-01-01 15:18:00,1.0300086,1.264344
2025-01-01 15:19:00,1.0297726,1.2644364
2025-01-01 15:20:00,1.0295355,1.2645278
2025-01-01 15:21:00,1.0292971,1.2646182
2025-01-01 15:22:00,1.0290575,1.2647077
2025-01-01 15:23:00,1.0288166,1.2647961
2025-01-01 15:24:00,1.0285745,1.2648838
2025-01-01 15:25:00,1.0283313,1.2649704
2025-01-01 15:26:00,1.0280869,1.2650561
2025-01-01 15:27:00,1.0278413,1.265141
2025-01-01 15:28:00,1.0275947,1.265225
2025-01-01 15:29:00,1.0273468,1.2653081
2025-01-01 15:30:00,1.0270981,1.2653905
2025-01-01 15:31:00,1.0268482,1.2654719
2025-01-01 15:32:00,1.0265974,1.2655528
2025-01-01 15:33:00,1.0263455,1.2656326
2025-01-01 15:34:00,1.0260928,1.2657118
2025-01-01 15:35:00,1.025839,1.2657902
2025-01-01 15:36:00,1.0255843,1.265868
2025-01-01 15:37:00,1.0253288,1.265945
2025-01-01 15:38:00,1.0250725,1.2660214
2025-01-01 15:39:00,1.0248152,1.2660971
2025-01-01 15:40:00,1.0245572,1.2661722
2025-01-01 15:41:00,1.0242984,1.2662466
2025-01-01 15:42:00,1.0240388,1.2663203
2025-01-01 15:43:00,1.0237786,1.2663937
2025-01-01 15:44:00,1.0235176,1.2664664
2025-01-01 15:45:00,1.023256,1.2665386
2025-01-01 15:46:00,1.0229938,1.2666103
2025-01-01 15:47:00,1.0227308,1.2666816
2025-01-01 15:48:00,1.0224675,1.2667522
2025-01-01 15:49:00,1.0222036,1.2668226
2025-01-01 15:50:00,1.021939,1.2668926
2025-01-01 15:51:00,1.0216742,1.266962
2025-01-01 15:52:00,1.0214088,1.2670313
2025-01-01 15:53:00,1.021143,1.2671002
2025-01-01 15:54:00,1.0208768,1.2671688
2025-01-01 15:55:00,1.0206102,1.2672371
2025-01-01 15:56:00,1.0203434,1.267305
2025-01-01 15:57:00,1.0200763,1.2673728
2025-01-01 15:58:00,1.0198089,1.2674404
2025-01-01 15:59:00,1.0195413,1.2675079
2025-01-01 16:00:00,1.0192735,1.2675751
2025-01-01 16:01:00,1.0190057,1.2676424
2025-01-01 16:02:00,1.0187376,1.2677094
2025-01-01 16:03:00,1.0184695,1.2677764
2025-01-01 16:04:00,1.0182012,1.2678434
2025-01-01 16:05:00,1.017933,1.2679104
2025-01-01 16:06:00,1.0176648,1.2679774
2025-01-01 16:07:00,1.0173967,1.2680444
2025-01-01 16:08:00,1.0171287,1.2681115
2025-01-01 16:09:00,1.0168607,1.2681787
2025-01-01 16:10:00,1.016593,1.268246
2025-01-01 16:11:00,1.0163255,1.2683136
2025-01-01 16:12:00,1.0160581,1.2683814
2025-01-01 16:13:00,1.015791,1.2684493
2025-01-01 16:14:00,1.0155244,1.2685175
2025-01-01 16:15:00,1.015258,1.2685859
2025-01-01 16:16:00,1.0149919,1.2686547
2025-01-01 16:17:00,1.0147263,1.2687238
2025-01-01 16:18:00,1.0144612,1.2687933
2025-01-01 16:19:00,1.0141965,1.2688633
2025-01-01 16:20:00,1.0139323,1.2689337
2025-01-01 16:21:00,1.0136688,1.2690045
2025-01-01 16:22:00,1.0134058,1.2690758
2025-01-01 16:23:00,1.0131434,1.2691476
2025-01-01 16:24:00,1.0128818,1.26922
2025-01-01 16:25:00,1.0126208,1.2692931
2025-01-01 16:26:00,1.0123607,1.2693667
2025-01-01 16:27:00,1.0121012,1.269441
2025-01-01 16:28:00,1.0118426,1.2695159
2025-01-01 16:29:00,1.0115849,1.2695916
2025-01-01 16:30:00,1.011328,1.269668
2025-01-01 16:31:00,1.011072,1.2697452
2025-01-01 16:32:00,1.0108172,1.2698232
2025-01-01 16:33:00,1.0105633,1.269902
2025-01-01 16:34:00,1.0103103,1.2699817
2025-01-01 16:35:00,1.0100586,1.2700624
2025-01-01 16:36:00,1.009808,1.270144
2025-01-01 16:37:00,1.0095584,1.2702265
2025-01-01 16:38:00,1.0093101,1.27031
2025-01-01 16:39:00,1.0090631,1.2703946
2025-01-01 16:40:00,1.0088174,1.2704802
2025-01-01 16:41:00,1.0085729,1.2705669
2025-01-01 16:42:00,1.0083299,1.2706548
2025-01-01 16:43:00,1.0080882,1.2707438
2025-01-01 16:44:00,1.007848,1.2708341
2025-01-01 16:45:00,1.0076092,1.2709255
2025-01-01 16:46:00,1.007372,1.2710181
2025-01-01 16:47:00,1.0071363,1.2711122
2025-01-01 16:48:00,1.0069022,1.2712075
2025-01-01 16:49:00,1.0066696,1.2713041
2025-01-01 16:50:00,1.0064389,1.2714022
2025-01-01 16:51:00,1.0062097,1.2715017
2025-01-01 16:52:00,1.0059824,1.2716025
2025-01-01 16:53:00,1.0057567,1.2717049
2025-01-01 16:54:00,1.005533,1.2718089
2025-01-01 16:55:00,1.005311,1.2719142
2025-01-01 16:56:00,1.005091,1.2720213
2025-01-01 16:57:00,1.0048729,1.2721299
2025-01-01 16:58:00,1.0046567,1.2722402
2025-01-01 16:59:00,1.0044426,1.2723521
2025-01-01 17:00:00,1.0042304,1.2724657
2025-01-01 17:01:00,1.0040205,1.2725811
2025-01-01 17:02:00,1.0038124,1.2726982
2025-01-01 17:03:00,1.0036067,1.2728171
2025-01-01 17:04:00,1.0034031,1.2729378
2025-01-01 17:05:00,1.0032018,1.2730604
2025-01-01 17:06:00,1.0030028,1.2731849
2025-01-01 17:07:00,1.002806,1.2733113
2025-01-01 17:08:00,1.0026115,1.2734395
2025-01-01 17:09:00,1.0024194,1.2735698
2025-01-01 17:10:00,1.0022296,1.273702
2025-01-01 17:11:00,1.0020423,1.2738364
2025-01-01 17:12:00,1.0018575,1.2739727
2025-01-01 17:13:00,1.0016752,1.2741112
2025-01-01 17:14:00,1.0014955,1.2742517
2025-01-01 17:15:00,1.0013183,1.2743944
2025-01-01 17:16:00,1.0011437,1.2745392
2025-01-01 17:17:00,1.0009718,1.2746862
2025-01-01 17:18:00,1.0008026,1.2748356
2025-01-01 17:19:00,1.0006361,1.2749871
2025-01-01 17:20:00,1.0004723,1.2751409
2025-01-01 17:21:00,1.0003113,1.275297
2025-01-01 17:22:00,1.0001531,1.2754555
2025-01-01 17:23:00,0.99999774,1.2756163
2025-01-01 17:24:00,0.99984527,1.2757795
2025-01-01 17:25:00,0.9996957,1.2759452
2025-01-01 17:26:00,0.9995491,1.2761132
2025-01-01 17:27:00,0.99940544,1.2762837
2025-01-01 17:28:00,0.99926484,1.2764567
2025-01-01 17:29:00,0.9991272,1.2766323
2025-01-01 17:30:00,0.9989927,1.2768104
2025-01-01 17:31:00,0.99886125,1.276991
2025-01-01 17:32:00,0.9987329,1.2771742
2025-01-01 17:33:00,0.99860775,1.2773601
2025-01-01 17:34:00,0.9984858,1.2775486
2025-01-01 17:35:00,0.9983671,1.2777398
2025-01-01 17:36:00,0.99825156,1.2779336
2025-01-01 17:37:00,0.9981393,1.2781302
2025-01-01 17:38:00,0.99803036,1.2783294
2025-01-01 17:39:00,0.99792475,1.2785314
2025-01-01 17:40:00,0.9978225,1.2787362
2025-01-01 17:41:00,0.9977237,1.2789438
2025-01-01 17:42:00,0.9976282,1.2791542
2025-01-01 17:43:00,0.9975362,1.2793674
2025-01-01 17:44:00,0.99744767,1.2795836
2025-01-01 17:45:00,0.9973626,1.2798024
2025-01-01 17:46:00,0.9972811,1.2800244
2025-01-01 17:47:00,0.99720305,1.2802491
2025-01-01 17:48:00,0.9971286,1.2804768
2025-01-01 17:49:00,0.9970578,1.2807076
2025-01-01 17:50:00,0.99699056,1.2809411
2025-01-01 17:51:00,0.99692696,1.2811778
2025-01-01 17:52:00,0.9968671,1.2814176
2025-01-01 17:53:00,0.9968109,1.2816602
2025-01-01 17:54:00,0.99675834,1.2819059
2025-01-01 17:55:00,0.9967095,1.2821547
2025-01-01 17:56:00,0.9966644,1.2824064
2025-01-01 17:57:00,0.9966231,1.2826614
2025-01-01 17:58:00,0.9965856,1.2829194
2025-01-01 17:59:00,0.99655193,1.2831806
2025-01-01 18:00:00,0.99652207,1.2834449
2025-01-01 18:01:00,0.996496,1.2837123
2025-01-01 18:02:00,0.99647385,1.2839829
2025-01-01 18:03:00,0.9964556,1.2842566
2025-01-01 18:04:00,0.99644125,1.2845335
2025-01-01 18:05:00,0.9964308,1.2848136
2025-01-01 18:06:00,0.9964243,1.2850969
2025-01-01 18:07:00,0.9964218,1.2853835
2025-01-01 18:08:00,0.99642324,1.2856733
2025-01-01 18:09:00,0.99642867,1.2859663
2025-01-01 18:10:00,0.9964381,1.2862625
2025-01-01 18:11:00,0.99645156,1.2865621
2025-01-01 18:12:00,0.9964691,1.2868649
2025-01-01 18:13:00,0.9964906,1.287171
2025-01-01 18:14:00,0.9965162,1.2874804
2025-01-01 18:15:00,0.9965459,1.287793
2025-01-01 18:16:00,0.99657965,1.2881091
2025-01-01 18:17:00,0.99661756,1.2884283
2025-01-01 18:18:00,0.9966595,1.2887509
2025-01-01 18:19:00,0.99670565,1.2890768
2025-01-01 18:20:00,0.9967559,1.2894061
2025-01-01 18:21:00,0.99681026,1.2897385
2025-01-01 18:22:00,0.99686885,1.2900745
2025-01-01 18:23:00,0.99693155,1.2904137
2025-01-01 18:24:00,0.9969984,1.2907563
2025-01-01 18:25:00,0.9970695,1.2911023
2025-01-01 18:26:00,0.99714476,1.2914516
2025-01-01 18:27:00,0.9972242,1.2918042
2025-01-01 18:28:00,0.9973079,1.2921602
2025-01-01 18:29:00,0.99739575,1.2925196
2025-01-01 18:30:00,0.99748784,1.2928822
2025-01-01 18:31:00,0.99758416,1.2932483
2025-01-01 18:32:00,0.9976847,1.2936177
2025-01-01 18:33:00,0.9977896,1.2939906
2025-01-01 18:34:00,0.99789864,1.2943667
2025-01-01 18:35:00,0.9980119,1.2947462
2025-01-01 18:36:00,0.99812937,1.2951291
2025-01-01 18:37:00,0.9982511,1.2955152
2025-01-01 18:38:00,0.9983771,1.2959048
2025-01-01 18:39:00,0.9985073,1.2962976
2025-01-01 18:40:00,0.99864185,1.2966938
2025-01-01 18:41:00,0.99878055,1.2970934
2025-01-01 18:42:00,0.99892354,1.2974962
2025-01-01 18:43:00,0.99907076,1.2979023
2025-01-01 18:44:00,0.9992223,1.2983118
2025-01-01 18:45:00,0.99937797,1.2987247
2025-01-01 18:46:00,0.99953794,1.2991408
2025-01-01 18:47:00,0.9997022,1.2995602
