TIME,N_001_v000,N_002_v000
2025-01-01 09:24:00,1.0892328,1.2637864
2025-01-01 09:25:00,1.0890502,1.2635441
2025-01-01 09:26:00,1.0888695,1.2633048
2025-01-01 09:27:00,1.0886903,1.2630689
2025-01-01 09:28:00,1.0885131,1.2628362
2025-01-01 09:29:00,1.0883378,1.2626067
2025-01-01 09:30:00,1.0881642,1.2623806
2025-01-01 09:31:00,1.0879924,1.2621576
2025-01-01 09:32:00,1.0878224,1.261938
2025-01-01 09:33:00,1.0876544,1.2617216
2025-01-01 09:34:00,1.0874879,1.2615085
2025-01-01 09:35:00,1.0873235,1.2612987
2025-01-01 09:36:00,1.087161,1.2610921
2025-01-01 09:37:00,1.087,1.2608888
2025-01-01 09:38:00,1.0868411,1.2606888
2025-01-01 09:39:00,1.086684,1.2604922
2025-01-01 09:40:00,1.0865287,1.2602987
2025-01-01 09:41:00,1.0863751,1.2601086
2025-01-01 09:42:00,1.0862236,1.2599218
2025-01-01 09:43:00,1.0860738,1.2597383
2025-01-01 09:44:00,1.0859257,1.259558
2025-01-01 09:45:00,1.0857797,1.259381
2025-01-01 09:46:00,1.0856353,1.2592075
2025-01-01 09:47:00,1.0854927,1.259037
2025-01-01 09:48:00,1.0853522,1.2588699
2025-01-01 09:49:00,1.0852133,1.2587061
2025-01-01 09:50:00,1.0850762,1.2585455
2025-01-01 09:51:00,1.084941,1.2583883
2025-01-01 09:52:00,1.0848076,1.2582343
2025-01-01 09:53:00,1.0846759,1.2580835
2025-01-01 09:54:00,1.0845461,1.257936
2025-01-01 09:55:00,1.084418,1.2577918
2025-01-01 09:56:00,1.0842918,1.2576507
2025-01-01 09:57:00,1.0841672,1.2575129
2025-01-01 09:58:00,1.0840445,1.2573783
2025-01-01 09:59:00,1.0839236,1.2572471
2025-01-01 10:00:00,1.0838042,1.2571188
2025-01-01 10:01:00,1.0836868,1.256994
2025-01-01 10:02:00,1.0835711,1.2568723
2025-01-01 10:03:00,1.0834569,1.2567537
2025-01-01 10:04:00,1.0833446,1.2566383
2025-01-01 10:05:00,1.083234,1.2565261
2025-01-01 10:06:00,1.083125,1.256417
2025-01-01 10:07:00,1.0830176,1.256311
2025-01-01 10:08:00,1.0829121,1.2562083
2025-01-01 10:09:00,1.0828081,1.2561086
2025-01-01 10:10:00,1.0827057,1.256012
2025-01-01 10:11:00,1.082605,1.2559185
2025-01-01 10:12:00,1.082506,1.2558281
2025-01-01 10:13:00,1.0824084,1.2557408
2025-01-01 10:14:00,1.0823125,1.2556565
2025-01-01 10:15:00,1.0822182,1.2555753
2025-01-01 10:16:00,1.0821253,1.2554969
2025-01-01 10:17:00,1.0820341,1.2554218
2025-01-01 10:18:00,1.0819445,1.2553495
2025-01-01 10:19:00,1.0818563,1.2552803
2025-01-01 10:20:00,1.0817695,1.2552139
2025-01-01 10:21:00,1.0816842,1.2551504
2025-01-01 10:22:00,1.0816004,1.25509
2025-01-01 10:23:00,1.081518,1.2550323
2025-01-01 10:24:00,1.0814371,1.2549777
2025-01-01 10:25:00,1.0813576,1.254926
2025-01-01 10:26:00,1.0812794,1.2548769
2025-01-01 10:27:00,1.0812027,1.2548307
2025-01-01 10:28:00,1.0811273,1.2547874
2025-01-01 10:29:00,1.0810531,1.2547468
2025-01-01 10:30:00,1.0809804,1.254709
2025-01-01 10:31:00,1.0809089,1.254674
2025-01-01 10:32:00,1.0808388,1.2546418
2025-01-01 10:33:00,1.0807697,1.254612
2025-01-01 10:34:00,1.080702,1.2545851
2025-01-01 10:35:00,1.0806355,1.2545608
2025-01-01 10:36:00,1.0805701,1.2545391
2025-01-01 10:37:00,1.080506,1.2545202
2025-01-01 10:38:00,1.0804429,1.2545037
2025-01-01 10:39:00,1.0803809,1.2544898
2025-01-01 10:40:00,1.0803201,1.2544785
2025-01-01 10:41:00,1.0802604,1.2544698
2025-01-01 10:42:00,1.0802016,1.2544633
2025-01-01 10:43:00,1.0801439,1.2544596
2025-01-01 10:44:00,1.0800873,1.2544582
2025-01-01 10:45:00,1.0800316,1.2544593
2025-01-01 10:46:00,1.0799768,1.2544626
2025-01-01 10:47:00,1.079923,1.2544684
2025-01-01 10:48:00,1.0798701,1.2544767
2025-01-01 10:49:00,1.079818,1.254487
2025-01-01 10:50:00,1.0797669,1.2544999
2025-01-01 10:51:00,1.0797166,1.2545149
2025-01-01 10:52:00,1.079667,1.2545321
2025-01-01 10:53:00,1.0796182,1.2545516
2025-01-01 10:54:00,1.0795703,1.2545733
2025-01-01 10:55:00,1.079523,1.2545972
2025-01-01 10:56:00,1.0794764,1.254623
2025-01-01 10:57:00,1.0794305,1.2546512
2025-01-01 10:58:00,1.0793853,1.2546813
2025-01-01 10:59:00,1.0793405,1.2547135
2025-01-01 11:00:00,1.0792965,1.2547477
2025-01-01 11:01:00,1.0792531,1.254784
2025-01-01 11:02:00,1.07921,1.254822
2025-01-01 11:03:00,1.0791676,1.2548622
2025-01-01 11:04:00,1.0791256,1.2549042
2025-01-01 11:05:00,1.0790842,1.2549479
2025-01-01 11:06:00,1.079043,1.2549937
2025-01-01 11:07:00,1.0790024,1.2550412
2025-01-01 11:08:00,1.0789621,1.2550905
2025-01-01 11:09:00,1.0789222,1.2551415
2025-01-01 11:10:00,1.0788825,1.2551943
2025-01-01 11:11:00,1.0788432,1.2552488
2025-01-01 11:12:00,1.078804,1.2553048
2025-01-01 11:13:00,1.0787652,1.2553626
2025-01-01 11:14:00,1.0787265,1.2554221
2025-01-01 11:15:00,1.0786879,1.2554829
2025-01-01 11:16:00,1.0786496,1.2555454
2025-01-01 11:17:00,1.0786114,1.2556094
2025-01-01 11:18:00,1.0785731,1.2556747
2025-01-01 11:19:00,1.0785351,1.2557417
2025-01-01 11:20:00,1.078497,1.25581
2025-01-01 11:21:00,1.0784589,1.2558798
2025-01-01 11:22:00,1.0784208,1.2559507
2025-01-01 11:23:00,1.0783826,1.2560232
2025-01-01 11:24:00,1.0783443,1.2560968
2025-01-01 11:25:00,1.0783058,1.2561717
2025-01-01 11:26:00,1.0782673,1.2562479
2025-01-01 11:27:00,1.0782287,1.2563252
2025-01-01 11:28:00,1.0781896,1.2564037
2025-01-01 11:29:00,1.0781505,1.2564833
2025-01-01 11:30:00,1.078111,1.256564
2025-01-01 11:31:00,1.0780712,1.2566458
2025-01-01 11:32:00,1.0780312,1.2567286
2025-01-01 11:33:00,1.0779908,1.2568125
2025-01-01 11:34:00,1.07795,1.2568973
2025-01-01 11:35:00,1.0779086,1.2569829
2025-01-01 11:36:00,1.077867,1.2570697
2025-01-01 11:37:00,1.0778248,1.2571572
2025-01-01 11:38:00,1.0777822,1.2572455
2025-01-01 11:39:00,1.077739,1.2573348
2025-01-01 11:40:00,1.0776953,1.2574247
2025-01-01 11:41:00,1.0776508,1.2575154
2025-01-01 11:42:00,1.0776058,1.257607
2025-01-01 11:43:00,1.0775603,1.257699
2025-01-01 11:44:00,1.0775139,1.2577918
2025-01-01 11:45:00,1.077467,1.2578852
2025-01-01 11:46:00,1.0774193,1.2579793
2025-01-01 11:47:00,1.0773709,1.2580739
2025-01-01 11:48:00,1.0773214,1.2581689
2025-01-01 11:49:00,1.0772713,1.2582645
2025-01-01 11:50:00,1.0772204,1.2583607
2025-01-01 11:51:00,1.0771686,1.2584572
2025-01-01 11:52:00,1.0771159,1.2585541
2025-01-01 11:53:00,1.0770622,1.2586515
2025-01-01 11:54:00,1.0770075,1.258749
2025-01-01 11:55:00,1.076952,1.258847
2025-01-01 11:56:00,1.0768955,1.2589453
2025-01-01 11:57:00,1.0768377,1.2590438
2025-01-01 11:58:00,1.076779,1.2591425
2025-01-01 11:59:00,1.0767193,1.2592416
2025-01-01 12:00:00,1.0766584,1.2593408
2025-01-01 12:01:00,1.0765963,1.25944
2025-01-01 12:02:00,1.0765331,1.2595394
2025-01-01 12:03:00,1.0764687,1.2596388
2025-01-01 12:04:00,1.0764029,1.2597383
2025-01-01 12:05:00,1.076336,1.2598379
2025-01-01 12:06:00,1.076268,1.2599374
2025-01-01 12:07:00,1.0761983,1.2600368
2025-01-01 12:08:00,1.0761276,1.2601364
2025-01-01 12:09:00,1.0760555,1.2602358
2025-01-01 12:10:00,1.0759821,1.260335
2025-01-01 12:11:00,1.0759071,1.260434
2025-01-01 12:12:00,1.0758308,1.2605331
2025-01-01 12:13:00,1.0757531,1.2606318
2025-01-01 12:14:00,1.0756738,1.2607303
2025-01-01 12:15:00,1.0755931,1.2608286
2025-01-01 12:16:00,1.075511,1.2609266
2025-01-01 12:17:00,1.075427,1.2610242
2025-01-01 12:18:00,1.0753418,1.2611216
2025-01-01 12:19:00,1.075255,1.2612187
2025-01-01 12:20:00,1.0751665,1.2613153
2025-01-01 12:21:00,1.0750763,1.2614115
2025-01-01 12:22:00,1.0749847,1.2615074
2025-01-01 12:23:00,1.0748912,1.2616028
2025-01-01 12:24:00,1.0747961,1.2616976
2025-01-01 12:25:00,1.0746994,1.2617921
2025-01-01 12:26:00,1.0746009,1.2618861
2025-01-01 12:27:00,1.0745006,1.2619793
2025-01-01 12:28:00,1.0743986,1.2620721
2025-01-01 12:29:00,1.0742948,1.2621644
2025-01-01 12:30:00,1.0741892,1.2622559
2025-01-01 12:31:00,1.0740818,1.2623469
2025-01-01 12:32:00,1.0739726,1.2624372
2025-01-01 12:33:00,1.0738615,1.2625268
2025-01-01 12:34:00,1.0737486,1.2626157
2025-01-01 12:35:00,1.0736338,1.2627039
2025-01-01 12:36:00,1.0735171,1.2627914
2025-01-01 12:37:00,1.0733984,1.2628781
2025-01-01 12:38:00,1.0732777,1.262964
2025-01-01 12:39:00,1.0731553,1.2630492
2025-01-01 12:40:00,1.0730307,1.2631334
2025-01-01 12:41:00,1.0729042,1.263217
2025-01-01 12:42:00,1.0727758,1.2632996
2025-01-01 12:43:00,1.0726453,1.2633814
2025-01-01 12:44:00,1.0725129,1.2634622
2025-01-01 12:45:00,1.0723784,1.2635423
2025-01-01 12:46:00,1.0722418,1.2636212
2025-01-01 12:47:00,1.0721033,1.2636994
2025-01-01 12:48:00,1.0719626,1.2637767
2025-01-01 12:49:00,1.0718199,1.2638528
2025-01-01 12:50:00,1.071675,1.263928
2025-01-01 12:51:00,1.0715281,1.2640023
2025-01-01 12:52:00,1.0713791,1.2640755
2025-01-01 12:53:00,1.0712278,1.2641476
2025-01-01 12:54:00,1.0710745,1.2642188
2025-01-01 12:55:00,1.0709192,1.264289
2025-01-01 12:56:00,1.0707614,1.2643579
2025-01-01 12:57:00,1.0706017,1.264426
2025-01-01 12:58:00,1.0704399,1.2644929
2025-01-01 12:59:00,1.0702759,1.2645587
2025-01-01 13:00:00,1.0701096,1.2646232
2025-01-01 13:01:00,1.0699412,1.2646868
2025-01-01 13:02:00,1.0697706,1.2647493
2025-01-01 13:03:00,1.0695977,1.2648104
2025-01-01 13:04:00,1.0694227,1.2648705
2025-01-01 13:05:00,1.0692456,1.2649295
2025-01-01 13:06:00,1.069066,1.2649872
2025-01-01 13:07:00,1.0688845,1.2650439
2025-01-01 13:08:00,1.0687007,1.2650993
2025-01-01 13:09:00,1.0685146,1.2651534
2025-01-01 13:10:00,1.0683264,1.2652066
2025-01-01 13:11:00,1.0681359,1.2652584
2025-01-01 13:12:00,1.0679431,1.2653089
2025-01-01 13:13:00,1.0677482,1.2653583
2025-01-01 13:14:00,1.067551,1.2654065
2025-01-01 13:15:00,1.0673517,1.2654535
2025-01-01 13:16:00,1.06715,1.2654991
2025-01-01 13:17:00,1.0669463,1.2655436
2025-01-01 13:18:00,1.0667403,1.2655869
2025-01-01 13:19:00,1.0665319,1.2656288
2025-01-01 13:20:00,1.0663215,1.2656696
2025-01-01 13:21:00,1.0661088,1.265709
2025-01-01 13:22:00,1.0658938,1.2657472
2025-01-01 13:23:00,1.0656767,1.2657843
2025-01-01 13:24:00,1.0654575,1.26582
2025-01-01 13:25:00,1.065236,1.2658546
2025-01-01 13:26:00,1.0650121,1.2658877
2025-01-01 13:27:00,1.0647863,1.2659197
2025-01-01 13:28:00,1.0645583,1.2659506
2025-01-01 13:29:00,1.0643278,1.2659799
2025-01-01 13:30:00,1.0640955,1.2660083
2025-01-01 13:31:00,1.0638609,1.2660352
2025-01-01 13:32:00,1.0636241,1.266061
2025-01-01 13:33:00,1.0633852,1.2660855
2025-01-01 13:34:00,1.0631443,1.2661088
2025-01-01 13:35:00,1.062901,1.2661308
2025-01-01 13:36:00,1.0626558,1.2661517
2025-01-01 13:37:00,1.0624084,1.2661713
2025-01-01 13:38:00,1.062159,1.2661896
2025-01-01 13:39:00,1.0619074,1.2662069
2025-01-01 13:40:00,1.0616537,1.2662228
2025-01-01 13:41:00,1.061398,1.2662377
2025-01-01 13:42:00,1.0611403,1.2662512
2025-01-01 13:43:00,1.0608805,1.2662636
2025-01-01 13:44:00,1.0606186,1.2662749
2025-01-01 13:45:00,1.0603548,1.266285
2025-01-01 13:46:00,1.060089,1.2662939
2025-01-01 13:47:00,1.0598212,1.2663016
2025-01-01 13:48:00,1.0595514,1.2663083
2025-01-01 13:49:00,1.0592797,1.2663138
2025-01-01 13:50:00,1.059006,1.2663182
2025-01-01 13:51:00,1.0587305,1.2663215
2025-01-01 13:52:00,1.0584528,1.2663237
2025-01-01 13:53:00,1.0581735,1.2663249
2025-01-01 13:54:00,1.0578923,1.2663249
2025-01-01 13:55:00,1.0576092,1.2663238
2025-01-01 13:56:00,1.0573243,1.2663218
2025-01-01 13:57:00,1.0570376,1.2663188
2025-01-01 13:58:00,1.056749,1.2663146
2025-01-01 13:59:00,1.0564587,1.2663095
2025-01-01 14:00:00,1.0561666,1.2663034
2025-01-01 14:01:00,1.0558728,1.2662963
2025-01-01 14:02:00,1.0555773,1.2662883
2025-01-01 14:03:00,1.0552802,1.2662795
2025-01-01 14:04:00,1.0549814,1.2662696
2025-01-01 14:05:00,1.0546807,1.2662587
2025-01-01 14:06:00,1.0543786,1.266247
2025-01-01 14:07:00,1.054075,1.2662345
2025-01-01 14:08:00,1.0537696,1.266221
2025-01-01 14:09:00,1.0534627,1.2662069
2025-01-01 14:10:00,1.0531543,1.2661918
2025-01-01 14:11:00,1.0528444,1.266176
2025-01-01 14:12:00,1.052533,1.2661593
2025-01-01 14:13:00,1.0522202,1.266142
2025-01-01 14:14:00,1.051906,1.2661239
2025-01-01 14:15:00,1.0515903,1.2661049
2025-01-01 14:16:00,1.0512733,1.2660854
2025-01-01 14:17:00,1.0509549,1.2660652
2025-01-01 14:18:00,1.0506352,1.2660443
2025-01-01 14:19:00,1.0503142,1.2660228
2025-01-01 14:20:00,1.049992,1.2660007
2025-01-01 14:21:00,1.0496684,1.265978
2025-01-01 14:22:00,1.0493437,1.2659547
2025-01-01 14:23:00,1.0490179,1.2659309
2025-01-01 14:24:00,1.0486908,1.2659066
2025-01-01 14:25:00,1.0483627,1.2658818
2025-01-01 14:26:00,1.0480335,1.2658565
2025-01-01 14:27:00,1.047703,1.2658306
2025-01-01 14:28:00,1.0473717,1.2658045
2025-01-01 14:29:00,1.0470395,1.265778
2025-01-01 14:30:00,1.0467062,1.2657511
2025-01-01 14:31:00,1.0463719,1.2657237
2025-01-01 14:32:00,1.0460368,1.2656962
2025-01-01 14:33:00,1.0457008,1.2656684
2025-01-01 14:34:00,1.0453639,1.2656401
2025-01-01 14:35:00,1.0450263,1.2656118
2025-01-01 14:36:00,1.0446879,1.2655832
2025-01-01 14:37:00,1.0443486,1.2655543
2025-01-01 14:38:00,1.0440089,1.2655255
2025-01-01 14:39:00,1.0436683,1.2654964
2025-01-01 14:40:00,1.0433271,1.2654673
2025-01-01 14:41:00,1.0429853,1.265438
2025-01-01 14:42:00,1.042643,1.2654086
2025-01-01 14:43:00,1.0423001,1.2653794
2025-01-01 14:44:00,1.0419567,1.2653501
2025-01-01 14:45:00,1.0416129,1.2653209
2025-01-01 14:46:00,1.0412686,1.2652917
2025-01-01 14:47:00,1.0409238,1.2652626
2025-01-01 14:48:00,1.0405788,1.2652338
2025-01-01 14:49:00,1.0402336,1.265205
2025-01-01 14:50:00,1.0398879,1.2651763
2025-01-01 14:51:00,1.039542,1.265148
2025-01-01 14:52:00,1.039196,1.26512
2025-01-01 14:53:00,1.0388496,1.2650921
2025-01-01 14:54:00,1.0385033,1.2650647
2025-01-01 14:55:00,1.0381569,1.2650375
2025-01-01 14:56:00,1.0378103,1.2650108
2025-01-01 14:57:00,1.0374637,1.2649845
2025-01-01 14:58:00,1.0371171,1.2649586
2025-01-01 14:59:00,1.0367707,1.2649332
2025-01-01 15:00:00,1.0364242,1.2649083
2025-01-01 15:01:00,1.036078,1.2648839
2025-01-01 15:02:00,1.0357319,1.2648602
2025-01-01 15:03:00,1.0353858,1.2648369
2025-01-01 15:04:00,1.0350403,1.2648144
2025-01-01 15:05:00,1.0346949,1.2647926
2025-01-01 15:06:00,1.0343499,1.2647715
2025-01-01 15:07:00,1.0340052,1.264751
2025-01-01 15:08:00,1.033661,1.2647314
2025-01-01 15:09:00,1.0333172,1.2647126
2025-01-01 15:10:00,1.0329738,1.2646945
2025-01-01 15:11:00,1.0326309,1.2646774
2025-01-01 15:12:00,1.0322888,1.2646612
2025-01-01 15:13:00,1.031947,1.2646458
2025-01-01 15:14:00,1.031606,1.2646315
2025-01-01 15:15:00,1.0312657,1.2646182
2025-01-01 15:16:00,1.030926,1.2646059
2025-01-01 15:17:00,1.0305872,1.2645947
2025-01-01 15:18:00,1.0302492,1.2645847
2025-01-01 15:19:00,1.029912,1.2645757
2025-01-01 15:20:00,1.0295756,1.2645679
2025-01-01 15:21:00,1.0292403,1.2645613
2025-01-01 15:22:00,1.0289059,1.264556
2025-01-01 15:23:00,1.0285723,1.2645519
2025-01-01 15:24:00,1.02824,1.2645491
2025-01-01 15:25:00,1.0279087,1.2645478
2025-01-01 15:26:00,1.0275784,1.2645477
2025-01-01 15:27:00,1.0272495,1.2645491
2025-01-01 15:28:00,1.0269216,1.264552
2025-01-01 15:29:00,1.0265951,1.2645564
2025-01-01 15:30:00,1.0262697,1.2645621
2025-01-01 15:31:00,1.0259458,1.2645695
2025-01-01 15:32:00,1.0256232,1.2645785
2025-01-01 15:33:00,1.0253019,1.264589
2025-01-01 15:34:00,1.0249822,1.2646012
2025-01-01 15:35:00,1.0246639,1.2646152
2025-01-01 15:36:00,1.0243471,1.2646308
2025-01-01 15:37:00,1.0240319,1.2646481
2025-01-01 15:38:00,1.0237184,1.2646673
2025-01-01 15:39:00,1.0234064,1.2646883
2025-01-01 15:40:00,1.0230961,1.264711
2025-01-01 15:41:00,1.0227876,1.2647358
2025-01-01 15:42:00,1.0224807,1.2647623
2025-01-01 15:43:00,1.0221758,1.2647909
2025-01-01 15:44:00,1.0218726,1.2648215
2025-01-01 15:45:00,1.0215715,1.2648541
2025-01-01 15:46:00,1.0212721,1.2648885
2025-01-01 15:47:00,1.0209746,1.2649252
2025-01-01 15:48:00,1.0206792,1.2649641
2025-01-01 15:49:00,1.0203859,1.2650049
2025-01-01 15:50:00,1.0200946,1.265048
2025-01-01 15:51:00,1.0198054,1.2650933
2025-01-01 15:52:00,1.0195183,1.2651408
2025-01-01 15:53:00,1.0192335,1.2651906
2025-01-01 15:54:00,1.0189508,1.2652428
2025-01-01 15:55:00,1.0186706,1.2652973
2025-01-01 15:56:00,1.0183923,1.265354
2025-01-01 15:57:00,1.0181166,1.2654132
2025-01-01 15:58:00,1.0178432,1.2654748
2025-01-01 15:59:00,1.0175722,1.2655388
2025-01-01 16:00:00,1.0173037,1.2656053
2025-01-01 16:01:00,1.0170377,1.2656745
2025-01-01 16:02:00,1.016774,1.265746
2025-01-01 16:03:00,1.0165131,1.2658201
2025-01-01 16:04:00,1.0162548,1.2658969
2025-01-01 16:05:00,1.0159988,1.2659762
2025-01-01 16:06:00,1.0157458,1.2660583
2025-01-01 16:07:00,1.0154954,1.2661431
2025-01-01 16:08:00,1.0152476,1.2662305
2025-01-01 16:09:00,1.0150027,1.2663206
2025-01-01 16:10:00,1.0147605,1.2664136
2025-01-01 16:11:00,1.0145212,1.2665094
2025-01-01 16:12:00,1.0142847,1.2666079
2025-01-01 16:13:00,1.0140512,1.2667093
2025-01-01 16:14:00,1.0138205,1.2668136
2025-01-01 16:15:00,1.0135927,1.2669207
2025-01-01 16:16:00,1.0133681,1.267031
2025-01-01 16:17:00,1.0131464,1.267144
2025-01-01 16:18:00,1.0129278,1.26726
2025-01-01 16:19:00,1.0127122,1.267379
2025-01-01 16:20:00,1.0124998,1.2675011
2025-01-01 16:21:00,1.0122906,1.2676263
2025-01-01 16:22:00,1.0120845,1.2677544
2025-01-01 16:23:00,1.0118816,1.2678858
2025-01-01 16:24:00,1.0116819,1.2680203
2025-01-01 16:25:00,1.0114855,1.2681577
2025-01-01 16:26:00,1.0112925,1.2682985
2025-01-01 16:27:00,1.0111027,1.2684425
2025-01-01 16:28:00,1.0109162,1.2685895
2025-01-01 16:29:00,1.0107332,1.2687399
2025-01-01 16:30:00,1.0105536,1.2688936
2025-01-01 16:31:00,1.0103773,1.2690505
2025-01-01 16:32:00,1.0102047,1.2692107
2025-01-01 16:33:00,1.0100355,1.2693743
2025-01-01 16:34:00,1.0098697,1.2695411
2025-01-01 16:35:00,1.0097075,1.2697113
2025-01-01 16:36:00,1.0095489,1.269885
2025-01-01 16:37:00,1.0093939,1.2700619
2025-01-01 16:38:00,1.0092424,1.2702422
2025-01-01 16:39:00,1.0090946,1.270426
2025-01-01 16:40:00,1.0089506,1.2706133
2025-01-01 16:41:00,1.00881,1.270804
2025-01-01 16:42:00,1.0086733,1.2709982
2025-01-01 16:43:00,1.0085404,1.271196
2025-01-01 16:44:00,1.0084112,1.2713972
2025-01-01 16:45:00,1.0082856,1.2716019
2025-01-01 16:46:00,1.0081639,1.2718102
2025-01-01 16:47:00,1.0080462,1.272022
2025-01-01 16:48:00,1.0079321,1.2722373
2025-01-01 16:49:00,1.0078219,1.2724564
2025-01-01 16:50:00,1.0077156,1.272679
2025-01-01 16:51:00,1.0076132,1.2729051
2025-01-01 16:52:00,1.0075147,1.273135
2025-01-01 16:53:00,1.0074202,1.2733684
2025-01-01 16:54:00,1.0073295,1.2736053
2025-01-01 16:55:00,1.0072428,1.2738461
2025-01-01 16:56:00,1.0071602,1.2740905
2025-01-01 16:57:00,1.0070815,1.2743386
2025-01-01 16:58:00,1.0070069,1.2745904
2025-01-01 16:59:00,1.0069363,1.2748458
2025-01-01 17:00:00,1.0068697,1.275105
2025-01-01 17:01:00,1.0068071,1.2753677
2025-01-01 17:02:00,1.0067487,1.2756344
2025-01-01 17:03:00,1.0066943,1.2759048
2025-01-01 17:04:00,1.006644,1.2761787
2025-01-01 17:05:00,1.0065979,1.2764565
2025-01-01 17:06:00,1.0065558,1.276738
2025-01-01 17:07:00,1.0065179,1.2770232
2025-01-01 17:08:00,1.0064842,1.2773123
2025-01-01 17:09:00,1.0064546,1.277605
2025-01-01 17:10:00,1.0064292,1.2779016
2025-01-01 17:11:00,1.0064079,1.2782018
2025-01-01 17:12:00,1.0063908,1.2785059
2025-01-01 17:13:00,1.0063779,1.2788138
2025-01-01 17:14:00,1.0063691,1.2791253
2025-01-01 17:15:00,1.0063647,1.2794408
2025-01-01 17:16:00,1.0063645,1.2797599
2025-01-01 17:17:00,1.0063684,1.2800828
2025-01-01 17:18:00,1.0063766,1.2804096
2025-01-01 17:19:00,1.006389,1.28074
2025-01-01 17:20:00,1.0064056,1.2810742
2025-01-01 17:21:00,1.0064266,1.2814122
2025-01-01 17:22:00,1.0064517,1.2817541
2025-01-01 17:23:00,1.006481,1.2820996
2025-01-01 17:24:00,1.0065147,1.282449
2025-01-01 17:25:00,1.0065527,1.2828021
2025-01-01 17:26:00,1.0065949,1.2831589
2025-01-01 17:27:00,1.0066411,1.2835195
2025-01-01 17:28:00,1.0066919,1.2838838
2025-01-01 17:29:00,1.0067469,1.2842519
2025-01-01 17:30:00,1.006806,1.2846237
2025-01-01 17:31:00,1.0068696,1.2849994
2025-01-01 17:32:00,1.0069373,1.2853786
2025-01-01 17:33:00,1.0070093,1.2857616
2025-01-01 17:34:00,1.0070854,1.2861483
2025-01-01 17:35:00,1.007166,1.2865387
2025-01-01 17:36:00,1.0072508,1.2869328
2025-01-01 17:37:00,1.0073397,1.2873305
2025-01-01 17:38:00,1.007433,1.287732
2025-01-01 17:39:00,1.0075306,1.2881372
2025-01-01 17:40:00,1.0076321,1.2885458
2025-01-01 17:41:00,1.0077381,1.2889583
2025-01-01 17:42:00,1.0078484,1.2893744
2025-01-01 17:43:00,1.0079627,1.2897938
2025-01-01 17:44:00,1.0080813,1.2902172
2025-01-01 17:45:00,1.0082041,1.290644
2025-01-01 17:46:00,1.0083311,1.2910744
2025-01-01 17:47:00,1.0084623,1.2915084
2025-01-01 17:48:00,1.0085977,1.2919459
2025-01-01 17:49:00,1.0087373,1.292387
2025-01-01 17:50:00,1.0088809,1.2928315
2025-01-01 17:51:00,1.0090288,1.2932796
2025-01-01 17:52:00,1.0091808,1.2937312
2025-01-01 17:53:00,1.0093368,1.2941861
2025-01-01 17:54:00,1.009497,1.2946446
2025-01-01 17:55:00,1.0096614,1.2951065
2025-01-01 17:56:00,1.0098298,1.2955718
2025-01-01 17:57:00,1.0100023,1.2960405
2025-01-01 17:58:00,1.0101788,1.2965127
2025-01-01 17:59:00,1.0103595,1.2969881
2025-01-01 18:00:00,1.0105441,1.2974669
2025-01-01 18:01:00,1.0107328,1.297949
2025-01-01 18:02:00,1.0109254,1.2984344
2025-01-01 18:03:00,1.011122,1.2989229
2025-01-01 18:04:00,1.0113226,1.2994149
2025-01-01 18:05:00,1.0115273,1.2999101
2025-01-01 18:06:00,1.0117357,1.3004082
2025-01-01 18:07:00,1.0119482,1.3009099
2025-01-01 18:08:00,1.0121646,1.3014146
2025-01-01 18:09:00,1.0123847,1.3019223
2025-01-01 18:10:00,1.0126088,1.3024333
2025-01-01 18:11:00,1.0128367,1.3029473
2025-01-01 18:12:00,1.0130684,1.3034643
2025-01-01 18:13:00,1.013304,1.3039844
2025-01-01 18:14:00,1.0135434,1.3045076
2025-01-01 18:15:00,1.0137866,1.3050337
2025-01-01 18:16:00,1.0140333,1.3055626
2025-01-01 18:17:00,1.0142839,1.3060946
2025-01-01 18:18:00,1.0145382,1.3066295
2025-01-01 18:19:00,1.014796,1.3071672
2025-01-01 18:20:00,1.0150577,1.3077078
2025-01-01 18:21:00,1.0153229,1.3082511
2025-01-01 18:22:00,1.0155916,1.3087974
2025-01-01 18:23:00,1.0158641,1.3093463
2025-01-01 18:24:00,1.0161401,1.3098979
2025-01-01 18:25:00,1.0164196,1.3104523
2025-01-01 18:26:00,1.0167025,1.3110093
2025-01-01 18:27:00,1.016989,1.311569
2025-01-01 18:28:00,1.0172789,1.3121313
2025-01-01 18:29:00,1.0175722,1.312696
2025-01-01 18:30:00,1.017869,1.3132634
2025-01-01 18:31:00,1.0181692,1.3138332
2025-01-01 18:32:00,1.0184724,1.3144056
2025-01-01 18:33:00,1.0187793,1.3149803
2025-01-01 18:34:00,1.0190893,1.3155575
2025-01-01 18:35:00,1.0194026,1.316137
2025-01-01 18:36:00,1.0197192,1.3167189
2025-01-01 18:37:00,1.020039,1.3173031
2025-01-01 18:38:00,1.0203619,1.3178896
2025-01-01 18:39:00,1.0206879,1.3184781
2025-01-01 18:40:00,1.0210171,1.3190691
2025-01-01 18:41:00,1.0213494,1.3196622
2025-01-01 18:42:00,1.0216846,1.3202572
2025-01-01 18:43:00,1.022023,1.3208545
2025-01-01 18:44:00,1.0223643,1.3214539
2025-01-01 18:45:00,1.0227084,1.3220551
2025-01-01 18:46:00,1.0230557,1.3226585
2025-01-01 18:47:00,1.0234058,1.3232639
2025-01-01 18:48:00,1.0237588,1.323871
