token_id,variable_index,variable_name,token_type,value_average,value_median,range_start,range_end,count,probability,variable_sample_count,is_constant,is_binary,variable_group,duplicate_of
216,23,E_018:SNQ,range,0.8658703633,0.8699909449,0.8450306058,0.8789452304,19578,0.1000388342,195704,False,False,boundary,
217,23,E_018:SNQ,range,0.8985832526,0.8982985020,0.8789452314,0.9201020588,19602,0.1001614683,195704,False,False,boundary,
218,23,E_018:SNQ,range,0.9332647406,0.9299954176,0.9201020598,0.9532585730,19579,0.1000439439,195704,False,False,boundary,
219,23,E_018:SNQ,range,0.9707075261,0.9717317820,0.9532585740,0.9824444642,19576,0.1000286146,195704,False,False,boundary,
220,23,E_018:SNQ,range,1.0056014415,1.0063210726,0.9824444652,1.0231395950,19578,0.1000388342,195704,False,False,boundary,
221,23,E_018:SNQ,range,1.0374117011,1.0342259407,1.0231395960,1.0594699373,19574,0.1000183951,195704,False,False,boundary,
222,23,E_018:SNQ,range,1.0837808264,1.0796210766,1.0594699383,1.1154363145,19546,0.0998753219,195704,False,False,boundary,
223,23,E_018:SNQ,range,1.1614884947,1.1485522985,1.1154363155,1.3441014290,19516,0.0997220292,195704,False,False,boundary,
224,24,E_045:SNQ,range,0.7537697847,0.7622559071,0.7022134662,0.7927881469,19579,0.1000439439,195704,False,False,boundary,
225,24,E_045:SNQ,range,0.8227476514,0.8235676289,0.7927881479,0.8461330523,19578,0.1000388342,195704,False,False,boundary,
226,24,E_045:SNQ,range,0.8665042634,0.8700186014,0.8461330533,0.8795027723,19577,0.1000337244,195704,False,False,boundary,
227,24,E_045:SNQ,range,0.8994575710,0.8993874192,0.8795027733,0.9203064432,19574,0.1000183951,195704,False,False,boundary,
228,24,E_045:SNQ,range,0.9337474044,0.9299766421,0.9203064442,0.9547013034,19576,0.1000286146,195704,False,False,boundary,
229,24,E_045:SNQ,range,0.9713086575,0.9724757671,0.9547013044,0.9837127318,19578,0.1000388342,195704,False,False,boundary,
230,24,E_045:SNQ,range,1.0062096636,1.0079269409,0.9837127328,1.0230470886,19575,0.1000235049,195704,False,False,boundary,
231,24,E_045:SNQ,range,1.0379238450,1.0347329378,1.0230470896,1.0606843223,19574,0.1000183951,195704,False,False,boundary,
232,24,E_045:SNQ,range,1.0848742310,1.0799919367,1.0606843233,1.1161320200,19575,0.1000235049,195704,False,False,boundary,
233,24,E_045:SNQ,range,1.1581351119,1.1489689350,1.1161320210,1.2957856655,19518,0.0997322487,195704,False,False,boundary,
234,25,E_066:SNQ,range,0.7587758950,0.7700003386,0.7200000286,0.7956072678,19579,0.1000439439,195704,False,False,boundary,
235,25,E_066:SNQ,range,0.8243673503,0.8244670033,0.7956072688,0.8475193371,19639,0.1003505294,195704,False,False,boundary,
236,25,E_066:SNQ,range,0.8671596287,0.8700989485,0.8475193381,0.8794623007,19572,0.1000081756,195704,False,False,boundary,
237,25,E_066:SNQ,range,0.9004546340,0.9005255699,0.8794623017,0.9208138575,19578,0.1000388342,195704,False,False,boundary,
238,25,E_066:SNQ,range,0.9323459550,0.9297401309,0.9208138585,0.9516825666,19575,0.1000235049,195704,False,False,boundary,
239,25,E_066:SNQ,range,0.9697073526,0.9713106155,0.9516825676,0.9811117639,19578,0.1000388342,195704,False,False,boundary,
240,25,E_066:SNQ,range,1.0040624288,1.0051090717,0.9811117649,1.0224710693,19575,0.1000235049,195704,False,False,boundary,
241,25,E_066:SNQ,range,1.0368398691,1.0336974859,1.0224710703,1.0593153228,19549,0.0998906512,195704,False,False,boundary,
242,25,E_066:SNQ,range,1.0829097771,1.0795121193,1.0593153238,1.1136099090,19542,0.0998548829,195704,False,False,boundary,
243,25,E_066:SNQ,range,1.1511408484,1.1451870203,1.1136099100,1.2171826363,19517,0.0997271389,195704,False,False,boundary,
244,26,E_082:SNQ,range,0.7587318366,0.7700182199,0.7200000286,0.7953885784,19577,0.1000337244,195704,False,False,boundary,
245,26,E_082:SNQ,range,0.8246381736,0.8249412179,0.7953885794,0.8481644978,19580,0.1000490537,195704,False,False,boundary,
246,26,E_082:SNQ,range,0.8658688850,0.8694580793,0.8481644988,0.8788318028,19605,0.1001767976,195704,False,False,boundary,
247,26,E_082:SNQ,range,0.8981180433,0.8979945183,0.8788318038,0.9200425138,19578,0.1000388342,195704,False,False,boundary,
248,26,E_082:SNQ,range,0.9325385013,0.9298407435,0.9200425148,0.9522909512,19574,0.1000183951,195704,False,False,boundary,
249,26,E_082:SNQ,range,0.9703412008,0.9715632796,0.9522909522,0.9825616469,19607,0.1001870171,195704,False,False,boundary,
250,26,E_082:SNQ,range,1.0056355162,1.0063324571,0.9825616479,1.0231989612,19604,0.1001716879,195704,False,False,boundary,
251,26,E_082:SNQ,range,1.0375929651,1.0344990492,1.0231989622,1.0596673479,19550,0.0998957609,195704,False,False,boundary,
252,26,E_082:SNQ,range,1.0856885059,1.0799283981,1.0596673489,1.1142575731,20803,0.1062982872,195704,False,False,boundary,
253,26,E_082:SNQ,range,1.1470687264,1.1435421705,1.1142575741,1.1799992323,18226,0.0931304419,195704,False,False,boundary,
254,27,E_097:SNQ,range,0.7577585593,0.7700199485,0.7200000286,0.7913611521,19579,0.1000439439,195704,False,False,boundary,
255,27,E_097:SNQ,range,0.8219430712,0.8232691884,0.7913611531,0.8451536884,19607,0.1001870171,195704,False,False,boundary,
256,27,E_097:SNQ,range,0.8659030039,0.8699506521,0.8451536894,0.8790310015,19578,0.1000388342,195704,False,False,boundary,
257,27,E_097:SNQ,range,0.8988496173,0.8984636664,0.8790310025,0.9202203145,19604,0.1001716879,195704,False,False,boundary,
258,27,E_097:SNQ,range,0.9338198256,0.9302718043,0.9202203155,0.9547768821,19577,0.1000337244,195704,False,False,boundary,
259,27,E_097:SNQ,range,0.9714045661,0.9725416899,0.9547768831,0.9835705747,19575,0.1000235049,195704,False,False,boundary,
260,27,E_097:SNQ,range,1.0045811123,1.0036349297,0.9835705757,1.0218561878,19579,0.1000439439,195704,False,False,boundary,
261,27,E_097:SNQ,range,1.0354609531,1.0317385197,1.0218561888,1.0566706647,19547,0.0998804317,195704,False,False,boundary,
262,27,E_097:SNQ,range,1.0810256685,1.0786406994,1.0566706657,1.1106413593,19572,0.1000081756,195704,False,False,boundary,
263,27,E_097:SNQ,range,1.1450299921,1.1387407780,1.1106413603,1.1799998283,19486,0.0995687365,195704,False,False,boundary,
264,28,E_101:SNQ,range,0.7540811421,0.7630006671,0.7080893517,0.7934861173,19579,0.1000439439,195704,False,False,boundary,
265,28,E_101:SNQ,range,0.8226860160,0.8235242367,0.7934861183,0.8461670270,19575,0.1000235049,195704,False,False,boundary,
266,28,E_101:SNQ,range,0.8665471429,0.8700120449,0.8461670280,0.8796177496,19669,0.1005038221,195704,False,False,boundary,
267,28,E_101:SNQ,range,0.8985830758,0.8968881965,0.8796177506,0.9200474014,19575,0.1000235049,195704,False,False,boundary,
268,28,E_101:SNQ,range,0.9321790838,0.9297273159,0.9200474024,0.9521943321,19578,0.1000388342,195704,False,False,boundary,
269,28,E_101:SNQ,range,0.9697975294,0.9713658094,0.9521943331,0.9812202444,19573,0.1000132854,195704,False,False,boundary,
270,28,E_101:SNQ,range,1.0039450488,1.0046707392,0.9812202454,1.0220720758,19578,0.1000388342,195704,False,False,boundary,
271,28,E_101:SNQ,range,1.0362280826,1.0328750610,1.0220720768,1.0573370447,19545,0.0998702122,195704,False,False,boundary,
272,28,E_101:SNQ,range,1.0813144985,1.0789309740,1.0573370457,1.1113384952,19518,0.0997322487,195704,False,False,boundary,
273,28,E_101:SNQ,range,1.1449809311,1.1384487152,1.1113384962,1.1800000668,19514,0.0997118097,195704,False,False,boundary,
274,29,E_109:SNQ,range,0.7487870262,0.7573600411,0.6560959220,0.7896071662,19578,0.1000388342,195704,False,False,boundary,
275,29,E_109:SNQ,range,0.8206908746,0.8223137259,0.7896071672,0.8442633738,19576,0.1000286146,195704,False,False,boundary,
276,29,E_109:SNQ,range,0.8653527193,0.8691372871,0.8442633748,0.8788639893,19609,0.1001972366,195704,False,False,boundary,
277,29,E_109:SNQ,range,0.8980927022,0.8977221251,0.8788639903,0.9200534215,19636,0.1003352001,195704,False,False,boundary,
278,29,E_109:SNQ,range,0.9327002509,0.9298455715,0.9200534225,0.9525767555,19576,0.1000286146,195704,False,False,boundary,
279,29,E_109:SNQ,range,0.9703162763,0.9714672565,0.9525767565,0.9822145094,19575,0.1000235049,195704,False,False,boundary,
280,29,E_109:SNQ,range,1.0047676603,1.0056301355,0.9822145104,1.0227769603,19546,0.0998753219,195704,False,False,boundary,
281,29,E_109:SNQ,range,1.0367171524,1.0336371660,1.0227769613,1.0587806692,19545,0.0998702122,195704,False,False,boundary,
282,29,E_109:SNQ,range,1.0830246120,1.0795172453,1.0587806702,1.1137378206,19578,0.1000388342,195704,False,False,boundary,
283,29,E_109:SNQ,range,1.1518618173,1.1456046104,1.1137378216,1.2264147997,19485,0.0995636267,195704,False,False,boundary,
284,30,E_112:SNQ,range,0.7467306589,0.7587053776,0.6243083477,0.7910909643,19578,0.1000388342,195704,False,False,boundary,
285,30,E_112:SNQ,range,0.8217211864,0.8230007291,0.7910909653,0.8450260152,19578,0.1000388342,195704,False,False,boundary,
286,30,E_112:SNQ,range,0.8658449254,0.8700128198,0.8450260162,0.8789423694,19575,0.1000235049,195704,False,False,boundary,
287,30,E_112:SNQ,range,0.8985534637,0.8981220126,0.8789423704,0.9202393879,19579,0.1000439439,195704,False,False,boundary,
288,30,E_112:SNQ,range,0.9332549651,0.9299961925,0.9202393889,0.9531609406,19574,0.1000183951,195704,False,False,boundary,
289,30,E_112:SNQ,range,0.9706189185,0.9716373086,0.9531609416,0.9823566069,19577,0.1000337244,195704,False,False,boundary,
290,30,E_112:SNQ,range,1.0054809633,1.0061182976,0.9823566079,1.0230125179,19574,0.1000183951,195704,False,False,boundary,
291,30,E_112:SNQ,range,1.0371952093,1.0339384079,1.0230125189,1.0593763580,19577,0.1000337244,195704,False,False,boundary,
292,30,E_112:SNQ,range,1.0836371349,1.0796647072,1.0593763590,1.1152069559,19546,0.0998753219,195704,False,False,boundary,
293,30,E_112:SNQ,range,1.1489047146,1.1487813592,1.1152069569,1.1799999475,19546,0.0998753219,195704,False,False,boundary,
294,31,E_119:SNQ,range,0.7469840751,0.7616853714,0.6101315618,0.7922767987,19576,0.1000286146,195704,False,False,boundary,
295,31,E_119:SNQ,range,0.8224568204,0.8235396147,0.7922767997,0.8457918753,19577,0.1000337244,195704,False,False,boundary,
296,31,E_119:SNQ,range,0.8663570253,0.8700132370,0.8457918763,0.8793898215,19575,0.1000235049,195704,False,False,boundary,
297,31,E_119:SNQ,range,0.8994330025,0.8994911909,0.8793898225,0.9203011980,19580,0.1000490537,195704,False,False,boundary,
298,31,E_119:SNQ,range,0.9337248985,0.9299864769,0.9203011990,0.9545676698,19573,0.1000132854,195704,False,False,boundary,
299,31,E_119:SNQ,range,0.9712841617,0.9725500345,0.9545676708,0.9834531536,19578,0.1000388342,195704,False,False,boundary,
300,31,E_119:SNQ,range,1.0060476381,1.0075013638,0.9834531546,1.0230001201,19603,0.1001665781,195704,False,False,boundary,
301,31,E_119:SNQ,range,1.0377774224,1.0344665051,1.0230001211,1.0603374233,19549,0.0998906512,195704,False,False,boundary,
302,31,E_119:SNQ,range,1.0847839607,1.0799769163,1.0603374243,1.1161117544,19577,0.1000337244,195704,False,False,boundary,
303,31,E_119:SNQ,range,1.1470425991,1.1414790154,1.1161117554,1.1799993515,19516,0.0997220292,195704,False,False,boundary,
304,32,E_120:SNQ,range,0.7585459833,0.7689443231,0.7200009227,0.7952687730,19575,0.1000235049,195704,False,False,boundary,
305,32,E_120:SNQ,range,0.8240313978,0.8242891431,0.7952687740,0.8471091976,19578,0.1000388342,195704,False,False,boundary,
306,32,E_120:SNQ,range,0.8668243451,0.8700245619,0.8471091986,0.8795284619,19578,0.1000388342,195704,False,False,boundary,
307,32,E_120:SNQ,range,0.8979012365,0.8967900276,0.8795284629,0.9200398912,19697,0.1006468953,195704,False,False,boundary,
308,32,E_120:SNQ,range,0.9320872423,0.9296534657,0.9200398922,0.9518550624,19575,0.1000235049,195704,False,False,boundary,
309,32,E_120:SNQ,range,0.9697934008,0.9713689089,0.9518550634,0.9808978428,19547,0.0998804317,195704,False,False,boundary,
310,32,E_120:SNQ,range,1.0038849554,1.0048229694,0.9808978438,1.0223791589,19575,0.1000235049,195704,False,False,boundary,
311,32,E_120:SNQ,range,1.0366663150,1.0334249735,1.0223791599,1.0589071502,19545,0.0998702122,195704,False,False,boundary,
312,32,E_120:SNQ,range,1.0828198409,1.0794786215,1.0589071512,1.1135964384,19517,0.0997271389,195704,False,False,boundary,
313,32,E_120:SNQ,range,1.1449769198,1.1343610287,1.1135964394,1.1799997091,19517,0.0997271389,195704,False,False,boundary,
314,33,R_001:SPD,range,0.8469963038,0.8452862501,0.8200002909,0.8753392686,19574,0.1000183951,195704,False,False,boundary,
315,33,R_001:SPD,range,0.8962548039,0.8947978020,0.8753392696,0.9203827371,19636,0.1003352001,195704,False,False,boundary,
316,33,R_001:SPD,range,0.9334701760,0.9327268600,0.9203827381,0.9502688040,19577,0.1000337244,195704,False,False,boundary,
317,33,R_001:SPD,range,0.9654353681,0.9675615430,0.9502688050,0.9755195965,19606,0.1001819074,195704,False,False,boundary,
318,33,R_001:SPD,range,0.9863195583,0.9845249653,0.9755195975,1.0024437894,19578,0.1000388342,195704,False,False,boundary,
319,33,R_001:SPD,range,1.0167661151,1.0193409920,1.0024437904,1.0261366357,19548,0.0998855414,195704,False,False,boundary,
320,33,R_001:SPD,range,1.0367776915,1.0351196527,1.0261366367,1.0526342382,19546,0.0998753219,195704,False,False,boundary,
321,33,R_001:SPD,range,1.0685076334,1.0692776442,1.0526342392,1.0801272382,19637,0.1003403099,195704,False,False,boundary,
322,33,R_001:SPD,range,1.1068942229,1.1082742214,1.0801272392,1.1281046857,19514,0.0997118097,195704,False,False,boundary,
323,33,R_001:SPD,range,1.1635888828,1.1636586189,1.1281046867,1.2447081804,19488,0.0995789560,195704,False,False,boundary,
324,34,R_004:SPD,range,0.8412109171,0.8399271369,0.7801994085,0.8740872135,19576,0.1000286146,195704,False,False,boundary,
325,34,R_004:SPD,range,0.8974817776,0.8962596655,0.8740872145,0.9209109535,19577,0.1000337244,195704,False,False,boundary,
326,34,R_004:SPD,range,0.9343704553,0.9335623980,0.9209109545,0.9513811459,19606,0.1001819074,195704,False,False,boundary,
327,34,R_004:SPD,range,0.9660725775,0.9685526490,0.9513811469,0.9759778370,19574,0.1000183951,195704,False,False,boundary,
328,34,R_004:SPD,range,0.9868609495,0.9857675433,0.9759778380,1.0026080598,19578,0.1000388342,195704,False,False,boundary,
329,34,R_004:SPD,range,1.0168331180,1.0193291903,1.0026080608,1.0262663354,19579,0.1000439439,195704,False,False,boundary,
330,34,R_004:SPD,range,1.0369870185,1.0353558064,1.0262663364,1.0527026643,19603,0.1001665781,195704,False,False,boundary,
331,34,R_004:SPD,range,1.0684195568,1.0692658424,1.0527026653,1.0799602260,19607,0.1001870171,195704,False,False,boundary,
332,34,R_004:SPD,range,1.1060839079,1.1073387861,1.0799602270,1.1277561178,19547,0.0998804317,195704,False,False,boundary,
333,34,R_004:SPD,range,1.1741619393,1.1627053022,1.1277561188,1.4034841061,19457,0.0994205535,195704,False,False,boundary,
334,35,R_005:ST,binary,0.0000000000,0.0000000000,-0.0100000000,0.0099999990,28780,0.1470588235,195704,False,True,boundary,
335,35,R_005:ST,binary,1.0000000000,1.0000000000,0.9900000000,1.0099999990,166924,0.8529411765,195704,False,True,boundary,
336,36,R_006:ST,binary,0.0000000000,0.0000000000,-0.0100000000,0.0099999990,31658,0.1617647059,195704,False,True,boundary,
337,36,R_006:ST,binary,1.0000000000,1.0000000000,0.9900000000,1.0099999990,164046,0.8382352941,195704,False,True,boundary,
338,37,R_007:SPD,range,0.8407229111,0.8405821919,0.7731635571,0.8740667095,19575,0.1000235049,195704,False,False,boundary,
339,37,R_007:SPD,range,0.8983317903,0.8975200057,0.8740667105,0.9212551107,19573,0.1000132854,195704,False,False,boundary,
340,37,R_007:SPD,range,0.9352694422,0.9347414970,0.9212551117,0.9523419728,19578,0.1000388342,195704,False,False,boundary,
341,37,R_007:SPD,range,0.9670285908,0.9700011015,0.9523419738,0.9765266766,19577,0.1000337244,195704,False,False,boundary,
342,37,R_007:SPD,range,0.9880263812,0.9866988063,0.9765266776,1.0041899671,19574,0.1000183951,195704,False,False,boundary,
343,37,R_007:SPD,range,1.0180530403,1.0201388597,1.0041899681,1.0270514478,19608,0.1001921269,195704,False,False,boundary,
344,37,R_007:SPD,range,1.0383312779,1.0373748541,1.0270514488,1.0541753759,19574,0.1000183951,195704,False,False,boundary,
345,37,R_007:SPD,range,1.0694775780,1.0705084801,1.0541753769,1.0807570209,19548,0.0998855414,195704,False,False,boundary,
346,37,R_007:SPD,range,1.1064659473,1.1085038185,1.0807570219,1.1263879528,19548,0.0998855414,195704,False,False,boundary,
347,37,R_007:SPD,range,1.1549043877,1.1577544212,1.1263879538,1.1800000668,19549,0.0998906512,195704,False,False,boundary,
348,38,R_008:SPD,range,0.8429024237,0.8386257887,0.8172839284,0.8732435693,19576,0.1000286146,195704,False,False,boundary,
349,38,R_008:SPD,range,0.8958565630,0.8947494626,0.8732435703,0.9203838696,19636,0.1003352001,195704,False,False,boundary,
350,38,R_008:SPD,range,0.9334029595,0.9326244593,0.9203838706,0.9503127327,19575,0.1000235049,195704,False,False,boundary,
351,38,R_008:SPD,range,0.9653359868,0.9675619006,0.9503127337,0.9753702869,19576,0.1000286146,195704,False,False,boundary,
352,38,R_008:SPD,range,0.9862289178,0.9846928120,0.9753702879,1.0021067848,19573,0.1000132854,195704,False,False,boundary,
353,38,R_008:SPD,range,1.0166086958,1.0191301107,1.0021067858,1.0260620107,19579,0.1000439439,195704,False,False,boundary,
354,38,R_008:SPD,range,1.0366472203,1.0351156592,1.0260620117,1.0524878492,19548,0.0998855414,195704,False,False,boundary,
355,38,R_008:SPD,range,1.0683916589,1.0694046021,1.0524878502,1.0800242414,19785,0.1010965540,195704,False,False,boundary,
356,38,R_008:SPD,range,1.1069360122,1.1085959673,1.0800242424,1.1281529655,19454,0.0994052242,195704,False,False,boundary,
357,38,R_008:SPD,range,1.1590308320,1.1637876034,1.1281529665,1.1816009283,19402,0.0991395168,195704,False,False,boundary,
358,39,R_010:SPD,range,0.8331748392,0.8402064443,0.6685872674,0.8741213669,19575,0.1000235049,195704,False,False,boundary,
359,39,R_010:SPD,range,0.8974458519,0.8964898586,0.8741213679,0.9207941284,19605,0.1001767976,195704,False,False,boundary,
360,39,R_010:SPD,range,0.9344155813,0.9337099195,0.9207941294,0.9510062923,19574,0.1000183951,195704,False,False,boundary,
361,39,R_010:SPD,range,0.9660530665,0.9684849977,0.9510062933,0.9759105434,19578,0.1000388342,195704,False,False,boundary,
362,39,R_010:SPD,range,0.9867837533,0.9855170846,0.9759105444,1.0027831783,19579,0.1000439439,195704,False,False,boundary,
363,39,R_010:SPD,range,1.0167463616,1.0189704895,1.0027831793,1.0261297216,19573,0.1000132854,195704,False,False,boundary,
364,39,R_010:SPD,range,1.0367706988,1.0352835655,1.0261297226,1.0524452915,19575,0.1000235049,195704,False,False,boundary,
365,39,R_010:SPD,range,1.0682306734,1.0690538883,1.0524452925,1.0799473514,19577,0.1000337244,195704,False,False,boundary,
366,39,R_010:SPD,range,1.1056882390,1.1069344282,1.0799473524,1.1274877777,19548,0.0998855414,195704,False,False,boundary,
367,39,R_010:SPD,range,1.1631306170,1.1622321606,1.1274877787,1.2536660433,19520,0.0997424682,195704,False,False,boundary,
368,40,T_001:SNQ,range,0.7790689840,0.7841476202,0.7400000095,0.8135748496,19576,0.1000286146,195704,False,False,boundary,
369,40,T_001:SNQ,range,0.8458882896,0.8488659263,0.8135748506,0.8697727909,19574,0.1000183951,195704,False,False,boundary,
370,40,T_001:SNQ,range,0.8901418265,0.8909302950,0.8697727919,0.9123672237,19577,0.1000337244,195704,False,False,boundary,
371,40,T_001:SNQ,range,0.9325695833,0.9316530824,0.9123672247,0.9524529566,19578,0.1000388342,195704,False,False,boundary,
372,40,T_001:SNQ,range,0.9719898764,0.9732599854,0.9524529576,0.9928656806,19606,0.1001819074,195704,False,False,boundary,
373,40,T_001:SNQ,range,1.0135037641,1.0139590502,0.9928656816,1.0397645225,19576,0.1000286146,195704,False,False,boundary,
374,40,T_001:SNQ,range,1.0569254234,1.0563638210,1.0397645235,1.0770838251,19574,0.1000183951,195704,False,False,boundary,
375,40,T_001:SNQ,range,1.0989601316,1.1015452147,1.0770838261,1.1187825193,19578,0.1000388342,195704,False,False,boundary,
376,40,T_001:SNQ,range,1.1425858249,1.1391258240,1.1187825203,1.1758685102,19547,0.0998804317,195704,False,False,boundary,
377,40,T_001:SNQ,range,1.2159959240,1.2043489218,1.1758685112,1.2599993944,19518,0.0997322487,195704,False,False,boundary,
378,41,T_002:SNQ,range,0.7812758878,0.7903300524,0.7400000095,0.8177943816,19575,0.1000235049,195704,False,False,boundary,
379,41,T_002:SNQ,range,0.8499711178,0.8546879888,0.8177943826,0.8727203598,19575,0.1000235049,195704,False,False,boundary,
380,41,T_002:SNQ,range,0.8913449796,0.8908618689,0.8727203608,0.9135819664,19608,0.1001921269,195704,False,False,boundary,
381,41,T_002:SNQ,range,0.9321843339,0.9311376214,0.9135819674,0.9511970272,19576,0.1000286146,195704,False,False,boundary,
382,41,T_002:SNQ,range,0.9708273673,0.9710724950,0.9511970282,0.9910042872,19576,0.1000286146,195704,False,False,boundary,
383,41,T_002:SNQ,range,1.0107165229,1.0117014647,0.9910042882,1.0334461917,19578,0.1000388342,195704,False,False,boundary,
384,41,T_002:SNQ,range,1.0540383801,1.0531659126,1.0334461927,1.0744665851,19604,0.1001716879,195704,False,False,boundary,
385,41,T_002:SNQ,range,1.0962545592,1.1000438929,1.0744665861,1.1189764728,19577,0.1000337244,195704,False,False,boundary,
386,41,T_002:SNQ,range,1.1428613180,1.1389648914,1.1189764738,1.1770584573,19547,0.0998804317,195704,False,False,boundary,
387,41,T_002:SNQ,range,1.2193996042,1.2136739492,1.1770584583,1.2599995136,19488,0.0995789560,195704,False,False,boundary,
388,42,T_003:SNQ,range,0.7728734325,0.7819582820,0.6733872294,0.8164763441,19575,0.1000235049,195704,False,False,boundary,
389,42,T_003:SNQ,range,0.8497832273,0.8551606536,0.8164763451,0.8732916703,19575,0.1000235049,195704,False,False,boundary,
390,42,T_003:SNQ,range,0.8948368479,0.8945453763,0.8732916713,0.9202000489,19578,0.1000388342,195704,False,False,boundary,
391,42,T_003:SNQ,range,0.9345337139,0.9332718253,0.9202000499,0.9532842626,19574,0.1000183951,195704,False,False,boundary,
392,42,T_003:SNQ,range,0.9736303993,0.9768805206,0.9532842636,0.9944973578,19610,0.1002023464,195704,False,False,boundary,
393,42,T_003:SNQ,range,1.0139215477,1.0140073299,0.9944973588,1.0395755758,19575,0.1000235049,195704,False,False,boundary,
394,42,T_003:SNQ,range,1.0562886145,1.0558817387,1.0395755768,1.0757638206,19575,0.1000235049,195704,False,False,boundary,
395,42,T_003:SNQ,range,1.0978409543,1.1005148888,1.0757638216,1.1202453365,19548,0.0998855414,195704,False,False,boundary,
396,42,T_003:SNQ,range,1.1428680824,1.1389375925,1.1202453375,1.1765308370,19547,0.0998804317,195704,False,False,boundary,
397,42,T_003:SNQ,range,1.2159984308,1.2060256004,1.1765308380,1.2599995136,19547,0.0998804317,195704,False,False,boundary,
398,43,T_004:SNQ,range,0.7805690333,0.7889022827,0.7400010824,0.8133991351,19575,0.1000235049,195704,False,False,boundary,
399,43,T_004:SNQ,range,0.8459953819,0.8492630124,0.8133991361,0.8705136170,19577,0.1000337244,195704,False,False,boundary,
400,43,T_004:SNQ,range,0.8910004064,0.8916681409,0.8705136180,0.9149653306,19575,0.1000235049,195704,False,False,boundary,
401,43,T_004:SNQ,range,0.9340181042,0.9331616759,0.9149653316,0.9535367479,19636,0.1003352001,195704,False,False,boundary,
402,43,T_004:SNQ,range,0.9738705701,0.9771000147,0.9535367489,0.9944052686,19608,0.1001921269,195704,False,False,boundary,
403,43,T_004:SNQ,range,1.0156588348,1.0155818462,0.9944052696,1.0402537574,19575,0.1000235049,195704,False,False,boundary,
404,43,T_004:SNQ,range,1.0584565092,1.0579108000,1.0402537584,1.0780590763,19548,0.0998855414,195704,False,False,boundary,
405,43,T_004:SNQ,range,1.1008923982,1.1022381783,1.0780590773,1.1206092824,19547,0.0998804317,195704,False,False,boundary,
406,43,T_004:SNQ,range,1.1430516039,1.1392257214,1.1206092834,1.1761869182,19546,0.0998753219,195704,False,False,boundary,
407,43,T_004:SNQ,range,1.2160754312,1.2046999931,1.1761869192,1.2599998713,19517,0.0997271389,195704,False,False,boundary,
408,44,T_005:SNQ,range,0.7813861452,0.7905035615,0.7400004268,0.8181957593,19574,0.1000183951,195704,False,False,boundary,
409,44,T_005:SNQ,range,0.8499326208,0.8551716208,0.8181957603,0.8729888191,19578,0.1000388342,195704,False,False,boundary,
410,44,T_005:SNQ,range,0.8933336416,0.8935846090,0.8729888201,0.9185177078,19575,0.1000235049,195704,False,False,boundary,
411,44,T_005:SNQ,range,0.9335270243,0.9342848659,0.9185177088,0.9515128722,19579,0.1000439439,195704,False,False,boundary,
412,44,T_005:SNQ,range,0.9708637096,0.9712821841,0.9515128732,0.9914128770,19574,0.1000183951,195704,False,False,boundary,
413,44,T_005:SNQ,range,1.0117004387,1.0124502182,0.9914128780,1.0356062641,19577,0.1000337244,195704,False,False,boundary,
414,44,T_005:SNQ,range,1.0553756446,1.0545643568,1.0356062651,1.0758105506,19579,0.1000439439,195704,False,False,boundary,
415,44,T_005:SNQ,range,1.0981135946,1.1006882191,1.0758105516,1.1207220544,19573,0.1000132854,195704,False,False,boundary,
416,44,T_005:SNQ,range,1.1454440895,1.1397949457,1.1207220554,1.1809954633,19577,0.1000337244,195704,False,False,boundary,
417,44,T_005:SNQ,range,1.2257676060,1.2183747292,1.1809954643,1.3155844212,19518,0.0997322487,195704,False,False,boundary,
418,45,T_005:SP,range,0.8460749831,0.8456723094,0.8200007081,0.8734133830,19578,0.1000388342,195704,False,False,boundary,
419,45,T_005:SP,range,0.8968982702,0.8957898021,0.8734133840,0.9207948436,19577,0.1000337244,195704,False,False,boundary,
420,45,T_005:SP,range,0.9344172798,0.9335260391,0.9207948446,0.9513797154,19574,0.1000183951,195704,False,False,boundary,
421,45,T_005:SP,range,0.9663250713,0.9689395726,0.9513797164,0.9760974040,19606,0.1001819074,195704,False,False,boundary,
422,45,T_005:SP,range,0.9871123831,0.9855949283,0.9760974050,1.0032086362,19576,0.1000286146,195704,False,False,boundary,
423,45,T_005:SP,range,1.0174404704,1.0200120211,1.0032086372,1.0265793790,19576,0.1000286146,195704,False,False,boundary,
424,45,T_005:SP,range,1.0377265523,1.0363656282,1.0265793800,1.0534394969,19604,0.1001716879,195704,False,False,boundary,
425,45,T_005:SP,range,1.0692427383,1.0702838898,1.0534394979,1.0811840286,19548,0.0998855414,195704,False,False,boundary,
426,45,T_005:SP,range,1.1075821348,1.1092383862,1.0811840296,1.1282652607,19549,0.0998906512,195704,False,False,boundary,
427,45,T_005:SP,range,1.1619576534,1.1638393402,1.1282652617,1.2228521109,19516,0.0997220292,195704,False,False,boundary,
428,46,T_006:SNQ,range,0.7815003251,0.7893704176,0.7400003672,0.8145962944,19576,0.1000286146,195704,False,False,boundary,
429,46,T_006:SNQ,range,0.8474568425,0.8512432575,0.8145962954,0.8719313135,19574,0.1000183951,195704,False,False,boundary,
430,46,T_006:SNQ,range,0.8929824010,0.8933108449,0.8719313145,0.9192911973,19578,0.1000388342,195704,False,False,boundary,
